orig_smiles,noisy_smiles,molecular_formula,tries
N#Cc1ccc2c(c1)/C(=C\c1c[nH]cn1)CCC2,NC12CC3C45C6C7=CC8C9=CN(CN14)C2C3(C65)C798,C15H13N3,1
COc1cc(C(=O)NCCCCCCC(=O)NO)ccc1Nc1nccc(-c2cn(C)c3ccccc23)n1,CC(O)CN1CC23C4ON(C)CC5C6C7C8C9N8CC28C5C(=N)CC82C5=C8C7(NC7C4C7C8(C62O)C593)ON1,C28H32N6O4,1
O=c1cc2c(nn1CN1CCN(c3ccccn3)CC1)CCC2,C1=C2C34NCCC5C(C6CNN6)OC3C3NC6C7C5C1C3N6C274,C17H21N5O,1
CN1CC(=O)c2cc(O)c(O)cc21,C1=CC23CC4OC5NC5C4(O2)C1O3,C9H9NO3,1
CCCCCC(O)c1cccc(-c2ccc3nc(-c4ccc(Cl)cc4)cn3c2)c1,CC12C3C45CC67CCC8C9%10C%11C%12C%11C8%11C9C4%11C4(CC1(N)C364)C5N(C(Cl)CO)C%102C%127,C25H25ClN2O,1
CCC/C(=N\OC(Cn1ccnc1)c1ccc(Cl)cc1Cl)c1ccc(Cl)cc1Cl,OCC(Cl)C12C3C4CN5CCC67CC89C%10=C%11C8C4C(N%10C361)C%119CC52N(Cl)C7(Cl)Cl,C21H19Cl4N3O,1
NC(=O)c1c(NC(=O)c2ccccc2F)sc2c1CCN(Cc1ccc(Cl)cc1Cl)C2,OC1CC23C4C5CC16C1=CC7N8C2C72SC7(F)C9C%10C5C6OC2(C9C%104C3N(Cl)C17)N8Cl,C22H18Cl2FN3O2S,1
Cc1cc(O)nc(SCC(=O)Nc2nonc2C)n1,NC12CC3C45NC6=C4NC(S)N4OC1C4OC63N2O5,C10H11N5O3S,1
O=C(NCCc1ccccc1)c1ccc(NC(=O)C2CCCC2)cc1,CC1(C(N)O)C2CC34C=C2C2C5=C6C5C(CC3O)C3(C5CC2C13N5)C64,C21H24N2O2,3
COc1cc2c(cc1OC)C(=O)N1C=C(c3ccc(C#N)cc3)C[C@H]1C=N2,CC12CC34C5C6CN7OC89C3%10C3C%11C3%12C(OC%12C%113N%10OC348)C(N1C65)C71CC219,C21H17N3O3,1
N=C(N)C1(C(=O)Nc2ccc(CCCCCCCCCc3ccccc3)cc2)CC1,CC1CC2CC3C4CC56C=CC7(C14)C(O2)C1(CC51)C7C1=CNC3C(C)C(NN1)C6C,C26H35N3O,1
CCCNc1ncc(C(=O)Nc2cc(C(=O)NCC)ccc2C)s1,NN1C2CC34CC56NC2C12CC1C3CCC5C3(N4)C1OC63SCO2,C17H22N4O2S,1
Ic1cccc(-c2nnn[nH]2)c1,IC1NC2N3N4C25CC42N4C15C342,C7H5IN4,1
COc1cc([N+](=O)[O-])ccc1/N=N/c1ccc(N(C)C)cc1,CNOC1(O)C2NC34C5=NC67OCC2C5=C3C(C16)N1CC7C14,C15H16N4O3,1
CCN1c2nc(-c3ccccc3)c(Cl)nc2C(N)=NS1(=O)=O,OC12CC3N4C5C6N5C57CC38C1C41C6(NOSN8CN25)C71Cl,C13H12ClN5O2S,1
CC(C)[C@H](NC(=O)c1cc(Br)cc(Br)c1)C(=O)N[C@@H](CC(=O)O)C(=O)CSCc1ccccc1,CC12[SH3]3NC4C5C6=C7C8NOC9%10COC%11(C(C39)C3C4C7(C(O)OC65C%11C31Br)C%10O)C21C(CBr)C81,C24H26Br2N2O5S,2
Cc1ccc2nc(O)c(C3C(C#N)=C(N)Oc4c3ccc3cccnc43)cc2c1,CC1C23C4N5CC6CC78C9C%10C1%11C61N6N%12N%13C9%14C9C1%15C7C6%14C5C(O)(OC%132C%103%15)C9%12C48%11,C23H16N4O2,1
COc1ccc(NC(=O)C2CCC(=O)N2S(=O)(=O)c2ccc(C)cc2)c(OC)c1,OCC1OCC23C4CC5CC6CC14C14CC7ON8C19C1(O7)OC6(O5)[SH2]25CC5(N14)C893,C20H22N2O6S,1
CN(C)CCOc1cc(NC(=O)C2COc3ccccc3C2)ccc1-c1cn[nH]c1,CC1CC2C(C)C3C4N5C6C1C41OC64C67CCC89C%10C56NC(NC%101C84C3O)C2N9O7,C23H26N4O3,1
C=CCNC(=O)NC(=O)COC(=O)c1ccccc1Sc1ccc(C(F)(F)F)cc1[N+](=O)[O-],OC1(O)CC23OC45C6NC7C18COC1C9=C%10N(C4OC75C4(F)OC2C%10(F)C4N(F)C16)C38SC9,C20H16F3N3O6S,5
O=C1Oc2ccc(-c3ccccc3)cc2C(=O)/C1=N/Nc1cccc(F)c1Cl,FC12OC3C4C5=CC6C78NC9C%10%11CC%12NC1%13OC%101C(C921)C%127C41OC8(C3Cl)C%13%11C561,C21H12ClFN2O3,1
CN(CCCF)C(=O)c1cc2ccccc2c(-c2ccccc2I)n1,CC1(N)C2C34C5=C6C(N)C7C(CI)C(F)C8C9C8C8%10OC69C8C53C72C1%104,C20H18FIN2O,1
O(C)CCO[Si](OCCOC)(OCCOC)C=1C=CC=CC1,OCOO[SiH2]C(O)C(O)OCCC1C=C2CCC13CCC2C3,C15H26O6Si,1
CCCC[Se]c1ccccc1[C@H](C)OC,CC1CC2CC3COC1(C)CC1C([Se]3)C21,C13H20OSe,1
Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)cc2c1,OC1C2SC3OON(O)C2(O3)C23C4=C5OC12[SH2]41C5C31,C10H9NO6S2,1
CCO[C@@H]1OC(C(=O)NCc2nc3ccccc3[nH]2)=C[C@H](C2CCCCC2)[C@H]1CCCO,CC12CCC3C45C6CC7C8CC(C(OCC7C6N14)C1(C5CN)C4(C8)CC341)C(CN)(OO)O2,C25H35N3O4,1
CC(C)CCc1noc(CN[C@@H]2C(=O)NCC23CCOCC3)n1,CCN(O)C1C2C3C(C4OCC5N6CC(O)C5(C)C1N4C6C)N23,C16H26N4O3,1
Nc1nc(C2CCN(C(=O)Cc3ccccc3)CC2)c2ccccc2n1,C1CC2C3C4C5CC6C7C56C5C6C8C9C7(C6N1)C91C6(NC2C1(N6)ON38)C45,C21H22N4O,1
Fc1ccc(C[C@@H]2CCCNC2)cc1,C=CCC12C(N)CC3C4C1C4(F)CC32,C12H16FN,1
CC1(C(=O)NCc2ccc3c(c2)OCO3)CCN1C(=O)CC1CCCC1,CC12C3COC14C1C5OC14CNC1C2C=CC1(O)C1(CO1)CC(N)C5C3,C20H26N2O4,1
CCCCNC[C@@H]1C(=O)O[C@H]2C[C@@H](C)[C@@H]3CC[C@H](O)[C@@]3(C)C[C@@H]21,CCCC(CC(C)COCCN)CC1CC23COC24C1OCC34,C19H33NO3,1
COCCN1C(=O)c2ccc(C(=O)Nc3cccnc3)cc2C1=O,CC1(O)CC2OC13C1C4OC5=C6C37CC4C34N8NC2(N)C63C14OC587,C17H15N3O4,2
COc1ccccc1C1c2c(-c3ccc(Cl)cc3)n[nH]c2C(=O)N1c1ccc(C)cc1,ClC12C3CC4ON5OC67C89C%10C%11C%12C%10C%11C%10%11CN%12C6%12C86C(CC8C3C49C6NC8C51C%107%12)C2%11,C25H20ClN3O2,1
Cn1cc(-c2cc3n(n2)CCC(=O)N3CCCC(=O)Nc2ccc(Cl)cc2)c2ccccc21,NC12C3NC4C5C6C7C8=CCC3C3C9%10C%11ONN%12C3%13CC1(C75)C6C%11C4C1(NC%12(C82)C19%13)C%10OCl,C25H24ClN5O2,1
CC(C)OC(=O)[C@@H]1C2CC[C@H](C[C@@H]1OC(=O)c1ccccc1)N2C,CC1C2CC3OCC(O)C(CC4(O)C5=C2N2C(CC4C=C5)C32)C1O,C19H25NO4,1
COCCN1CC[C@@H]2O[C@H](COCc3csc(C)n3)CC[C@@H]21,CCC1COC2CCC34NN(C5CC5O)C(CC1O)SC3C24,C16H26N2O3S,1
NNC(=O)c1ccc(CSc2nnc(O)nc2O)cc1,C1=NC2OC34C5OC67CN8SOCN5NN1C83C64CC27,C11H11N5O3S,1
CSC(C)C(=O)Nc1ccc(Cl)c(C(=O)N(C)C)c1,CC(Cl)C1(CO)NC2C3C4N=C(C23S)C42COCC12,C13H17ClN2O2S,1
O=[N+]([O-])c1ccc(-c2cn3nc(-c4c[nH]c5ccc(Br)cc45)sc3n2)cc1,BrC12OC34C5N6NC7C18C31C3C9C%10%11N%12C%13N%14OCC7%15C%12(C%1352)C62N%14C%108C31[SH2]%154C9%112,C18H10BrN5O2S,1
Cc1ccc2[nH]ccc2c1Br,BrC1=C2C3=CC4C(C1)CC3N24,C9H8BrN,1
Cc1ccc(C(=O)COC(=O)c2cc(Cl)nc3ccccc23)cc1,C#CC1=CN2OC3(Cl)COOC4CC(C3)C35C6C4C47C3C63C15C4C273,C19H14ClNO3,4
c1ccc(C(c2ccccc2)N2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1,CC12CN3NC45C1=C(O2)C1C2COC2C3CC2CC3CC6C7=C4C4(C7CC24)C31C65,C25H26N2O2,1
CN1CCN(c2ccc(C(=O)Nc3cc4cc(-c5cnn(C)c5)ccc4cn3)cn2)CC1,C1=NC23C4CN5CC6C7N8CC9CC%10C5C75C7C2CC2(O4)N4CC9CC8(N%107)C7(NC57C142)N63,C24H25N7O,1
COc1cccc(-c2ccc3c(c2)CN(C(C)=O)c2ccc(Cl)cc2CC3)c1,CCC1C(N)C23C4C56C1C2(CCl)C12C7OC38CC53C(O)C65C86C1C31CC7C12C465,C24H22ClNO2,2
O=S(=O)(NCCCCc1ccccc1)NS(=O)(=O)NCCCCc1ccccc1,CC12CC3CC4C(CO)C(O)N(OS)N(C4C1)[SH2]1=C4C1=CC1(N=CCOCC31)C42,C20H29N3O4S2,2
Nc1c(C(=O)c2ccccc2)sc(Nc2ccc(Cl)c(Cl)c2)c1C(=O)Nc1ccccc1,O=C1CC2(O)CC3C45C6=CC37N3CN8C1C(Cl)C41C4C9%10C%11=C%12C9C49C%11N(C83%10)S671(Cl)C(C2)C%1295,C24H17Cl2N3O2S,1
CC1CCC(NS(=O)(=O)c2cccs2)CCCCCCCCCCC(=O)O1,CC12OCC3(S)C4CCC5CC(CC(COS1)C(CN)C(C)(O)C2OC4)C53,C20H33NO4S2,1
CC1Cc2c(COc3ccccc3)nc3c(c2CO1)CN(S(=O)(=O)c1ccc2c(c1)OCCN2C)CC3,CC1C2CC3C4C5C67ON8CC19ON1CC%10CC%11C(C96)C86C28C1OC=CC12CN(C8(C)O1)[SH2]2(O)C45C%103C%1176,C28H31N3O5S,1
O=C(CC)CCC1C(C)CCCC1(C)C,CCC1CC(O)C2CCCCC1(C)CC2,C14H26O,5
CN(C)C(=S)Nc1cccc(-c2nnc(SCC(=O)c3ccc(Cl)cc3Cl)o2)c1,ClC12CC3C4=CC5C67OOC8C9C4NC4(NC9N1C(NC1=C6C14)SSC37)C5(Cl)C82,C19H16Cl2N4O2S2,1
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,CC1C23COC45C6C7C2(O)C28CCC9CC(C2)(C2C%10(C)C(N)CCC(CC4(C%103)C216)C8O)C975,C28H35NO3,1
C=CCNC(=O)c1ccccc1NC(=O)c1ccccc1C,CC1C2=C3C4CC5CC36OC3C7N4C2C7(C)N1C31C52C(O)C621,C18H18N2O2,2
Cc1cc(=O)oc2cc(N3CC=CC3)ccc12,C1NC23C4CC4OC24CC25C6C4=C(C6O1)C2C53,C14H13NO2,2
C/C(=C\c1ccc(OC2CCCC2)c(O)c1)C(=O)N[C@@H]1[C@H](O)[C@@H](O)[C@H]2OCO[C@H]2[C@@H]1O,CC12OC3C4C5OC6COCC7OC8C9CC(CO)CC3(C68)C41C5C9OC7(NO)C2O,C22H29NO8,1
c1ccn2nc(-c3ccc(OCCCN4CCCCC4)cc3)cc2c1,CC12C=CC34NCC15C16CC7C38CNCC3(C(CCCOC83)C4N21)C765,C21H25N3O,1
OCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,CC1C2C3C4NCC5CC6C27NC2C5C(O)C(Cl)CC24C1C367,C18H23ClN2O,2
Cc1nnsc1CN(C)C(=O)c1cccc(F)c1,FCC12OC3C4=C=C5C6SC53C(N4)C1NCCN62,C12H12FN3OS,2
COC(=O)C1=C(C)Oc2ccc3ccccc3c2C1c1cccc(Oc2ccccc2)c1,OCC12C3CC45C67C8C(O)OC9%10C6CC9C76C7(CC9(O)C%11C8C8C1%12C1C%11C4%11C92C7C1%12C86%11)C3%105,C28H22O4,3
CN1C(=O)[C@@H](NC(=O)c2cc3cccc4c3n2CCC4)N=C(c2ccccc2)c2ccccc21,CC1C2C3C45C6C7C8C9N8C18C4C1CCC54N(O)C5C=CC1%10C31OC2C52C3(NN5C6C5(C73)C981)C%1024,C28H24N4O2,1
COc1ccc(-c2cocc2-c2cc(OC)c(OC)c(OC)c2)cc1N,NC1(O)OC23C4C=C5C(C4)C(O)C46C(OC24)C1CCC5C3(O)C61C2=CC21,C20H21NO5,2
O=C(CN1C(=O)COc2ccc(S(=O)(=O)N3CCOCC3)cc21)N1CCN(c2cccc(Cl)c2)CC1,OC1C2C(Cl)C34C5C6C37C3C8CNN(O)OCN1CC41C4C79CC7%10OC2(O)C(C(O)C32NC7C%109C652)[SH2]841,C24H27ClN4O6S,1
O=C(NCc1ccc(C(F)(F)F)cc1)c1cccc2c(-c3ccc(F)c(F)c3)coc12,FOC1(F)C2ONC34C5C6C7C8C79C7=CC53C83C7C57C2C2C(F)C45C6C23C97CC1(F)F,C23H14F5NO2,1
CC[C@H](C)NC(=O)CCCc1nnc2n(CCC(C)C)c(=O)c3sccc3n12,ON1NC23NC4C5CC67CCC48CN4[SH3]1C21CC2(C8)OC4(N5)C2C3CCC6C71,C20H29N5O2S,5
COCCC1CC2CN3CCc4c([nH]c5ccccc45)C(C(=O)OC)(C2)C13,CCC12CC34C5N6CC37C(=CC51C67)C1=C(C1C)C(O)C2(OC(C)O)C4CN,C22H28N2O3,1
CN(C)c1cccn([C@@H]2c3cc(C#N)ccc3OC(C)(C)[C@H]2O)c1=O,C1=C2C3COOC45OC67C8CN6C6CCC9(C3)CC(NC4C9C26)(C15)N87,C19H21N3O3,1
COc1ccc(CCNC2(Cc3ccccc3)CC(C)N(C)CC2C)cc1OC,CC1C2C3CC4(O)C(O)C5C6C(C)C7C8CC4C4C(CN4C1C85)C7(CCNC26)C3,C25H36N2O2,1
CC(=O)N1N=C(c2ccccc2F)CC1c1ccc(F)cc1,OC1(F)C2C3CC45NCC67C3(CF)C3C8=C9C(CC934)(N5)C16C827,C17H14F2N2O,2
O=C(Nc1ccc(N2CCOCC2)nc1)c1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1,CC1CC2(O)C3C4C56C7CC8C9C%10%11ON(N)ON(C7C7[SH2]%12=CC3%10C43C74NC27C9(O)C4(C8%12)C573)C6C1%11,C25H26N4O4S,1
Cc1cccc(-c2sc(Nc3ccccc3)n[n+]2-c2ccccc2)c1,C1=[NH+]CC23N4C5N6C7C8SC9C%10%11C%12C%13CC6%14CC%10(C%1392)C4(C8C1)C75C%143C%12%11,C21H18N3S+,1
CC1(C)Cc2ccccc2-c2nnc(-c3ccccn3)n21,NC12C3C4C5N6C7CC89C3C3C%10(NC7C7C58NC1(C4%10)C379)C62,C17H16N4,1
COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccccc2Br)N1C(=O)CCl,CNC12CC34C5OC67C8C9CN%10COOC9(CC81)C1C(Br)(C%10C38C(Cl)=C5C268)C147,C21H18BrClN2O3,1
Cc1ccc(C)c(COC2C3CCN(CC3)C2C(c2ccccc2)c2ccccc2)c1,CC1CN(O)C23CC45CC6C7C8CCC9%10C8=C8C7C2C(C2C4C(C4CC62C49)C83)C5(C)C1%10,C29H33NO,1
CN(C)c1ccccc1-c1cn2c(-c3ccc4ncccc4c3)cnc2cn1,C1C2C3C45C6C7C8C69C6C%10C%11C%12N4CC2%12N(C1C71CN%10C6C315)C91C82C3NN%11C321,C23H19N5,1
O=C(O)c1ccc(N2C(=O)c3ccc(Br)cc3C2=O)cc1O,OC1(O)OC23CC45C(O)(C2Br)C42C4=C6C7C3ON3C78C45C68C312,C15H8BrNO5,1
CCCNC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,CCC(C)CC(C)C1CN2C3CC4COC3C3CC1C(C4)OC32,C20H33NO2,2
CCOCCn1nc(CC)c2nc(N3CCN[C@@H](C)C3)nc(Nc3cc(C)ccn3)c21,CC1C2C3C4CN2N(N)CN1C3(C(N)O)NC12NC35CC6(CC7C18N3CC4(C6)C758)C2C,C22H32N8O,1
O=C(OC(Cn1ccnc1)c1ccc(Cl)cc1)c1cccc(C(F)(F)F)c1,CC(CO)(C(F)F)C1NC23C45CC67C8=NC64C24C1C1(F)C32OC4(Cl)C2C5C871,C19H14ClF3N2O2,1
Cc1cc(C(=O)CSc2nnnn2C)c(C)n1CCc1ccc(Cl)cc1,CC12CC34C5OC6C7C8=CC(SN63)C1C1NC1N5CC1(C2C(N8)C14)N7Cl,C18H20ClN5OS,2
CCC(=O)O/N=C(/C)N1N=C(c2ccccc2)CC1OC,NC1C2ON(N)C3CC45C6COC27CC(CO)(C36)C42C1C752,C15H19N3O3,1
CC(OC1CCCCCC1)C(=O)N1CCCC(CCC(=O)O)C1,CCOCOC(C(C)CC)C1(C)OC23CC4C1C(C)N4C2CO3,C18H31NO4,1
Nc1nc(O)cc(=O)[nH]1,NC1OC2=COC13NN23,C4H5N3O2,1
COc1cc(C(=O)c2cc(/C=C\c3cccs3)sc2N)cc(OC)c1OC,OOC1CC2[SH]3#CC45C6C7C89CN%10OC6%11C8(CC274)C1C1OC24C9[SH]15(C3)C2C%104%11,C20H19NO4S2,1
Cc1ccc(NC(=O)CSCc2ccco2)cc1,C1OC23CC2C2C4=C5C1[SH4]C2C41C2C4C5C4(O3)N21,C14H15NO2S,1
CC(C)c1noc(-c2ncn3c2CN=C(c2ccccc2)c2c(F)cccc2-3)n1,CC12CC34C56C7C8C1C19N%10CN5C5C%11N6C6N(C7C57C65CC1(F)C3(C85)C%1174)C9(N%10)O2,C22H18FN5O,1
NCc1cccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2cc(C(NCC3CC3)c3ccccc3)ccc2F)c1,NNC(N(F)CF)C12OC3C4=C5C67CC8CC9=C%10C6%11N6C%12(CC(CC7C7CC1C1C(F)(N3F)C51C%10%12C76%11)C4C9)C82,C29H27F4N5O,1
N1=C(C)CSC1C(C)C,CC1NCC2=C=CC1[SH4]2,C7H13NS,1
CC(C)(C)OC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,CC12ONCC=CN3C=CN(ONC1CC(O)C(O)OO)C(O)C32,C13H22N4O7,3
CC(C)c1ccccc1NC(=O)Nc1ncccc1OCc1ccccc1,CC1C2C3CC45N(CO)CNCC6C78NC9C%10C3%11C7C37C26C(C3(O)C94C1%117)C%1085,C22H23N3O2,5
CCCOC(=O)c1ccc(-c2ccc(C=O)o2)cc1,OC1C2=CC3=CC45C6C1C(C1CCOC4(O)C215)C36O,C15H14O4,3
NC(CO)(CCc1ccc(-c2cn(Cc3ccc(C(F)(F)F)cc3)nn2)cc1)COP(=O)(O)O,OC1=CC(O)C23C4CC(F)P25(OF)CC26C7C8CC7(O)C7NC9C(O)C89C2(N3N46)C1(F)CCN75,C21H24F3N4O5P,2
Cc1ccc(-c2cn(-c3cccc(Cl)c3)c(S(=O)(=O)CC(=O)Nc3ccccc3F)n2)cc1,FC12C3C4NC[SH]156C17C8C9C8%10N8C2%11CC2%12C%13COC(C82OCl)C9%12C5(C2NC5C%11OC21C53C%13%106)C47,C24H19ClFN3O3S,2
COCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(C(N)=O)cc34)ccc12,NC1C23CC4C5CC67C8=C9C%10OC%102C62N6C(C=COC85)C3C6C(O)C43ONC4CC1(C7O4)C932,C25H23N3O5,3
N=C(N)c1ccc(-c2csc(NC3CCN(C(C(=O)O)c4ccccc4Cl)CC3)n2)cc1,NC12C3C4OC5(Cl)SNC6C7CC8=C9C%10(CCN3C3C9%11C6C6(CNC1(O4)C36%11)C8C5CN%102)C7,C23H24ClN5O2S,1
O=C(O)c1cccc(/N=N\c2c(S(=O)(=O)O)ccc3c2C(=O)c2ccccc2C3=O)c1O,C1C2C3=C4C[SH]567N1C41N5C45OC8OC9%10OC3C3C4C4OC%11OC6%12OC1(OC39O%12)C%10=C5C47C8%112,C21H12N2O8S,1
Cc1ccccc1Nc1nc(N)nc(COC(=O)c2ccc(O)cc2)n1,C1C2C3OC4OC56C7C8NON4C4NC89CC75C(N23)C23C4C1C96C21NC31,C18H17N5O3,1
CCC(CO)CCC1C2CCC(C2)C1(C)C,CCCC1CCC2(C)CC(C(O)C1C)C2C,C15H28O,3
O=C1Cc2ccc(cc2)OC/C=C/COc2ccc(cc2)CC(=O)Nc2nnc(s2)CCCCc2nnc(s2)N1,CC1C23OONC4C5CC67NC8C9=C%10C%11%12OCC%13C%14(N)C%15C%16C(C2OC2(C)C(C2%11)N8N%153)C2N%14C6(C%103SC3C%127C942)[SH]5%16%131,C28H28N6O4S2,1
c1ccc(cc1)CCNCCCCCCNCCc2ccc(c(c2)O)O,CC1C2CC3C1C14CC5C6=C1C65C(C)(C(O)CC(C)(C)O)CC3(NN)C24,C22H32N2O2,2
Cc1ccc2c(c1)ncc1c(=O)n(CCCN3CCN(c4ccccc4)CC3)cnc12,CC1C2CC34N5N6C37C3CCC8NC9C2%10CC82N7OC7C8CCC4%11C1C7%10C9%11C35C62CN8,C25H27N5O,2
CCCCCCCCCCCn1nnnc1N,CNC1C(N)CCCC(C)C2(CN1N)C1CN12,C12H25N5,1
N#Cc1c(N)nc(SCc2ccccn2)c(C#N)c1-c1cccs1,C1N2N3CC45C6C7C38C39C%10C%11%12C%13NC3S%1323(N1%11)C%101C%124N6C83C52C3=[SH]72C391,C17H11N5S2,1
[O-][N+](CCO)(CCO)CCCOCCCCCCCCCCCCC,CCCCC(CC(N)C(CC)C(C)C(C)CC(O)OO)C(O)CCC,C20H43NO4,5
CC(C)N1CCN(C(=O)[C@@]23CCC=C2N(C2CCCC2)C(=O)CC3)CC1,CCNC1CC2CC=CC34OC5N6C1CC(OCC)CCCC3C2C4N56,C21H33N3O2,2
COc1ccc(-c2nc3n(c2-c2ccc(OC)cc2)CC(=O)S3)cc1,OC12OC34CN5CC67C8=C1C19C(NC3(S)C4C861)C5C2C1CC7C2OC129,C19H16N2O3S,1
C=CCc1ccc(O)c(-c2cc(CC=C)cc(C(c3ccc(F)cc3)N3CCCCC3)c2O)c1,CC1C2C(F)C3(NC(O)O)CC4C5C6=C7C65C5C46CCC34CC63C6C89CCC8C(C3C54C2C9)C716,C30H32FNO2,1
CCOC(=O)CNC(=O)CNC(=O)c1nn(-c2ccc(OC)c(OC)c2)c(=O)c2ccccc12,NC1CNON2C3C4C5C6=C7C89OCOC%10C4C5C18C2C12OC(NC%103O)C9C63C(OC713)C2CO,C23H24N4O7,1
O=C(C(=O)N1CCC(Cc2ccccc2)CC1)c1c[nH]c2ccc(O)cc12,NC12CC3(O)C4CC5C6=C7C8CC9OC5%10C5C(C(NO8)C63)(C3CC351)C4C92C7%10,C22H22N2O3,1
NS(=O)(=O)c1ccc(NC(=O)CCC(=O)N2CCCc3cc(Cl)cc(Cl)c32)c(Cl)c1,ClOC12CC3N4OC5C6OC57C65C1OC1C(Cl)C68CN9CC(CC926)C2N3[SH2]12C8(Cl)C475,C19H18Cl3N3O4S,1
Cc1ccc(NC(=O)[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1C(F)(F)F,CC1C23OC45C2C4(O)C(OF)(OC52CCN2)C(CCCF)(OO)C13F,C15H18F3NO6,2
COc1ccc(-c2nn(-c3ccccc3)cc2/C=C\C(=O)Nc2ccc(C(=O)O)cc2)cc1,C=C1C2C34C5OC67OC8C9%10C(CC6CO)C6%11C(=CC5C(C69)N5OC69CN5C5C%11C2(C15N36)C879)C%104,C26H21N3O4,1
CCC(C)Oc1ccc(-c2nnc(-c3ccc(CCC(=O)O)cc3C)s2)cc1C#N,OCC12CC34CC5C6C7CNOC89OC5%10SC5C%11C%12C(C18)C(C=CC6(N5C3)C%12%114)C7%10N29,C23H23N3O3S,2
O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1ccccc1,CC1C23CC4C2SC2OC56CNCC7(NC5)C2CC2CC2(C43)C7C16O,C20H26N2O2S,1
CC(C)NCc1c(C(=O)N[C@@H](C)C(C)C)noc1-c1ccc(C(F)(F)F)cc1,C=C1C(C)C2CC3CC4C(F)OC5C2C26NC(C(F)CC52C46)C1(F)N3CNO,C20H26F3N3O2,3
C[C@@H]1CN([C@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@H]1CN(C)C(=O)Nc1ccc2c(c1)OCCO2,C=CN1NC2NC34CNC56C(C3)C3COC(O)C7(O)C1C51C5OC2C6C1C(C(O)NCC(C(C)O)N47)C35,C25H36N6O6,1
Cc1oc2ncn(CC(C)C)c(=O)c2c1C(=O)N(CCN(C)C)Cc1ccccc1,CC1CC(CN)CC2C3OC4NC56C7OC8(C=CC9C%10N(C38)C25C6C4C9%107)C(CN)O1,C23H30N4O3,1
CCCCCCC(O)CCCCCCCCCCC(=O)O,CCC(O)(CO)C(C)(C(C)C1CCC1)C(C)C(C)C(C)O,C18H36O3,6
C/C=C/C(=O)COC(=O)c1c(C)cc(O)cc1O,OCOC1C(OO)C2CC3OC4C5C6=C2C45C1C63,C13H14O5,3
O=C(C(=O)N1CCSCC1)c1c[nH]c2ccccc12,OC12CN1C1OCN3C4C5=C6C7(CC1(CC4S)C57)C632,C14H14N2O2S,2
Cc1cc(C)nc(N(C)c2ccc(I)cc2)n1,CC1C2NC34NC35CC3C6=CC1(C(N5)C3I)C624,C13H14IN3,1
Nc1ccc([As](=O)(O)c2ccc([N+](=O)[O-])cc2)cc1,C1NOC2C1C13C4C5ON6C4C24OC6C12C(C43)[As]2O5,C12H11AsN2O4,1
Cn1nnc2cc([C@H](CC(=O)O)c3ccc(Cl)cc3)ccc21,OC12C3=C4CC56CC17CN1N8C(CN9OC17C4(C85)C2C96)C3Cl,C16H14ClN3O2,2
O=C1NCCCCC1NS(=O)(=O)N1CCOCC1,COC(O)(CCO)CNN1C2CC#[SH]3C1OCN23,C10H19N3O4S,1
CC(C)c1ccc(Sc2c(/C=C/[C@@H]3C[C@@H](O)CC(=O)O3)c(C3CC3)nc3cc(F)c(F)cc23)cc1,CC12CC34COC5OC6C78C9C%10C(S)C%11C%12COCC%13C%14C%15C3C%13%15C%12(CC%14(F)C61N47)C8(C2C5F)C%10%119,C28H27F2NO3S,1
CCOC(=O)c1cc(-c2ccccc2)n(CCCC(=O)Nc2cccc(Cl)c2C)c1C,OC12N3C4CC5C6C7CCC8CC9%10NC9(CC(Cl)O7)C51OC3C6CC4C=C1C%103CC8C132,C25H27ClN2O3,1
CCc1ccccc1C1CC(c2cccc(Br)c2)=NN1c1nc2nc3ccccc3nc2s1,N=C1C2C3C45SCC67CNC48CC14NC1C4C4(Br)C9N%10C%11C3%12C6C36N%13C(C15)C93C%104C%11(C27)C8C%13%126,C26H20BrN5S,2
C[C@@]1(CC[C@H]2[C@@H]1[C@@H](OC=C2C(=O)OC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,CC1CC2(O)CC(O)C3C4OC(C(C(CO)C2O)C2OOC2C4O1)C3(O)O,C17H26O10,1
O=C(Cc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)s1)N1CCCCC1,ClC12C3CC4C5CC6CSSC17CC3C47NC1C3OC6C2(O3)ON1C5,C17H19ClN2O3S2,1
